00 
387, 2.984375, 3.015625, 0.000000 
388, 0.000000, 0.000000, 0.000000 
389, 3.023438, 2.937500, -2.250000 
390, 0.000000, 0.000000, 0.000000 
391, 3.023438, 2.937500, -2.250000 
392, 0.000000, 0.000000, 0.000000 
393, 3.023438, 2.859375, -2.593750 
394, 0.000000, 0.000000, 0.000000 
395, 3.015625, 2.625000, -2.687500 
396, 0.000000, 0.000000, 0.000000 
397, 2.953125, 2.625000, -2.781250 
398, 0.000000, 0.000000, 0.000000 
399, 2.875000, 2.531250, -2.859375 
 ---------------------------end----------------------------
 ---------------------------------------------------------
0, 0.000000, 0.000000, 0.000000 
1, 0.000000, 2.937500, 2.000000 
2, 0.000000, 0.000000, 0.000000 
3, 0.000000, 2.890625, -1.875000 
4, 0.000000, 0.000000, 0.000000 
5, 0.000000, 2.890625, -1.875000 
6, 0.000000, 0.000000, 0.000000 
7, 2.250000, 2.906250, -2.250000 
8, 0.000000, 0.000000, 0.000000 
9, 2.250000, 2.859375, -2.125000 
10, 0.000000, 0.000000, 0.000000 
11, 2.125000, 2.796875, -2.125000 
12, 0.000000, 0.000000, 0.000000 
13, 0.000000, 2.796875, -2.125000 
14, 0.000000, 0.000000, 0.000000 
15, 0.000000, 2.796875, -2.125000 
16, 0.000000, 0.000000, 0.000000 
17, -2.000000, 2.796875, -2.125000 
18, 0.000000, 0.000000, 0.000000 
19, 0.000000, 2.890625, -2.125000 
20, 0.000000, 0.000000, 0.000000 
21, 2.000000, 3.007813, -2.375000 
22, 0.000000, 0.000000, 0.000000 
23, 2.500000, 3.015625, -2.250000 
24, 0.000000, 0.000000, 0.000000 
25, 2.500000, 3.015625, -2.250000 
26, 0.000000, 0.000000, 0.000000 
27, 2.437500, 2.937500, -2.312500 
28, 0.000000, 0.000000, 0.000000 
29, 2.375000, 2.562500, -2.250000 
30, 0.000000, 0.000000, 0.000000 
31, 2.000000, 1.875000, 1.875000 
32, 0.000000, 0.000000, 0.000000 
33, 0.000000, -1.875000, 1.875000 
34, 0.000000, 0.000000, 0.000000 
35, 0.000000, -1.875000, 1.875000 
36, 0.000000, 0.000000, 0.000000 
37, 1.875000, 2.500000, 2.250000 
38, 0.000000, 0.000000, 0.000000 
39, 2.250000, 2.687500, 2.531250 
40, 0.000000, 0.000000, 0.000000 
41, -2.000000, 2.593750, 2.562500 
42, 0.000000, 0.000000, 0.000000 
43, -2.718750, 0.000000, 2.593750 
44, 0.000000, 0.000000, 0.000000 
45, -2.718750, 0.000000, 2.593750 
46, 0.000000, 0.000000, 0.000000 
47, -2.796875, -2.593750, 2.375000 
48, 0.000000, 0.000000, 0.000000 
49, -2.765625, -2.500000, 2.125000 
50, 0.000000, 0.000000, 0.000000 
51, -2.437500, 2.375000, 2.000000 
52, 0.000000, 0.000000, 0.000000 
53, -2.125000, 2.796875, 1.875000 
54, 0.000000, 0.000000, 0.000000 
55, -2.125000, 2.796875, 1.875000 
56, 0.000000, 0.000000, 0.000000 
57, 0.000000, 2.968750, 0.000000 
58, 0.000000, 0.000000, 0.000000 
59, 0.000000, 3.023438, 1.875000 
60, 0.000000, 0.000000, 0.000000 
61, 2.000000, 3.031250, -2.125000 
62, 0.000000, 0.000000, 0.000000 
63, 2.312500, 3.000000, -2.250000 
64, 0.000000, 0.000000, 0.000000 
65, 2.312500, 3.000000, -2.250000 
66, 0.000000, 0.000000, 0.000000 
67, 2.250000, 2.921875, -2.250000 
68, 0.000000, 0.000000, 0.000000 
69, 2.500000, 2.875000, -2.250000 
70, 0.000000, 0.000000, 0.000000 
71, 2.437500, 2.828125, -1.875000 
72, 0.000000, 0.000000, 0.000000 
73, 1.875000, 2.765625, -2.125000 
74, 0.000000, 0.000000, 0.000000 
75, 1.875000, 2.765625, -2.125000 
76, 0.000000, 0.000000, 0.000000 
77, -2.250000, 2.718750, -2.312500 
78, 0.000000, 0.000000, 0.000000 
79, -2.250000, 2.625000, -2.437500 
80, 0.000000, 0.000000, 0.000000 
81, -2.531250, 2.562500, -2.500000 
82, 0.000000, 0.000000, 0.000000 
83, -2.562500, 2.593750, -2.500000 
84, 0.000000, 0.000000, 0.000000 
85, -2.562500, 2.593750, -2.500000 
86, 0.000000, 0.000000, 0.000000 
87, -2.375000, 2.593750, -2.531250 
88, 0.000000, 0.000000, 0.000000 
89, -2.437500, 2.656250, -2.625000 
90, 0.000000, 0.000000, 0.000000 
91, -2.000000, 2.828125, -2.562500 
92, 0.000000, 0.000000, 0.000000 
93, -2.000000, 2.906250, -2.562500 
94, 0.000000, 0.000000, 0.000000 
95, -2.000000, 2.906250, -2.562500 
96, 0.000000, 0.000000, 0.000000 
97, -1.875000, 2.984375, -2.531250 
98, 0.000000, 0.000000, 0.000000 
99, 2.000000, 3.023438, -2.562500 
100, 0.000000, 0.000000, 0.000000 
101, 2.250000, 3.000000, -2.500000 
102, 0.000000, 0.000000, 0.000000 
103, 2.312500, 3.007813, -2.312500 
104, 0.000000, 0.000000, 0.000000 
105, 2.312500, 3.007813, -2.312500 
106, 0.000000, 0.000000, 0.000000 
107, 2.437500, 2.968750, -2.125000 
108, 0.000000, 0.000000, 0.000000 
109, 2.593750, 2.875000, -2.250000 
110, 0.000000, 0.000000, 0.000000 
111, 2.656250, 2.890625, -2.375000 
112, 0.000000, 0.000000, 0.000000 
113, 2.656250, 2.875000, -2.312500 
114, 0.000000, 0.000000, 0.000000 
115, 2.656250, 2.875000, -2.312500 
116, 0.000000, 0.000000, 0.000000 
117, 2.625000, 2.828125, -2.250000 
118, 0.000000, 0.000000, 0.000000 
119, 2.531250, 2.843750, -2.250000 
120, 0.000000, 0.000000, 0.000000 
121, 2.531250, 2.796875, -2.312500 
122, 0.000000, 0.000000, 0.000000 
123, 2.500000, 2.796875, -2.250000 
124, 0.000000, 0.000000, 0.000000 
125, 2.500000, 2.796875, -2.250000 
126, 0.000000, 0.000000, 0.000000 
127, 2.437500, 2.781250, -2.250000 
128, 0.000000, 0.000000, 0.000000 
129, 2.500000, 2.718750, -2.375000 
130, 0.000000, 0.000000, 0.000000 
131, 2.375000, 2.625000, -2.437500 
132, 0.000000, 0.000000, 0.000000 
133, 2.125000, 2.593750, -2.562500 
134, 0.000000, 0.000000, 0.000000 
135, 2.125000, 2.593750, -2.562500 
136, 0.000000, 0.000000, 0.000000 
137, 2.125000, 2.625000, -2.656250 
138, 0.000000, 0.000000, 0.000000 
139, 0.000000, 2.593750, -2.656250 
140, 0.000000, 0.000000, 0.000000 
141, -2.125000, 2.531250, -2.765625 
142, 0.000000, 0.000000, 0.000000 
143, -2.250000, 2.593750, -2.812500 
144, 0.000000, 0.000000, 0.000000 
145, -2.250000, 2.593750, -2.812500 
146, 0.000000, 0.000000, 0.000000 
147, -2.250000, 2.687500, -2.812500 
148, 0.000000, 0.000000, 0.000000 
149, -2.250000, 2.796875, -2.828125 
150, 0.000000, 0.000000, 0.000000 
151, -2.125000, 2.781250, -2.875000 
152, 0.000000, 0.000000, 0.000000 
153, -2.250000, 2.796875, -2.890625 
154, 0.000000, 0.000000, 0.000000 
155, -2.250000, 2.796875, -2.890625 
156, 0.000000, 0.000000, 0.000000 
157, -2.312500, 2.843750, -2.906250 
158, 0.000000, 0.000000, 0.000000 
159, 0.000000, 2.859375, -2.953125 
160, 0.000000, 0.000000, 0.000000 
161, 0.000000, 2.828125, -2.906250 
162, 0.000000, 0.000000, 0.000000 
163, 2.000000, 2.875000, -2.921875 
164, 0.000000, 0.000000, 0.000000 
165, 2.000000, 2.875000, -2.921875 
166, 0.000000, 0.000000, 0.000000 
167, 2.125000, 2.843750, -2.875000 
168, 0.000000, 0.000000, 0.000000 
169, 2.375000, 2.937500, -2.906250 
170, 0.000000, 0.000000, 0.000000 
171, 2.312500, 3.007813, -2.875000 
172, 0.000000, 0.000000, 0.000000 
173, 2.437500, 3.031250, -2.812500 
174, 0.000000, 0.000000, 0.000000 
